pid,PCC_1,PCC_2,PCC_3,PCC_4,PCC_5,CAF_1,CAF_2,CAF_3,CAF_4,CAF_5,T4_1,T4_2,T4_3,T4_4,T4_5,T8_1,T8_2,T8_3,T8_4,T8_5,Treg_1,Treg_2,Treg_3,Treg_4,Treg_5,B_1,B_2,B_3,B_4,B_5,NEU_1,NEU_2,NEU_3,NEU_4,NEU_5,MO_1,MO_2,MO_3,MO_4,MO_5,MAC_1,MAC_2,MAC_3,MAC_4,MAC_5,DC_1,DC_2,DC_3,DC_4,DC_5
Q99M71,27375.51953,20321.91992,29338.03516,33267.63281,24614.0332,54733.48828,90440.99219,56503.16797,69133.48438,87132.36719,36129.46484,32636.60938,28619.5293,30132.78516,20082.70313,34955.85547,18378.80469,27519.07031,29798.62109,23054.11719,38064.08203,21202.24219,13156.41113,25969.98242,32806.38281,29379.52734,27632.12305,28235.8457,26663.57031,40586.33203,27396.86328,19664.43164,31402.37891,30942.0293,24500.96875,28166.49609,20489.74805,20881.7168,22995.82422,30380.29297,23250.78125,25045.86133,22754.92578,17139.61719,38913.21484,12714.25293,22672.07617,29896.46289,38242.51953,17126.875
Q99M87,112708.7422,146309.5781,117641.3828,154937.75,143886.0625,81052.55469,80040.28906,82694.76563,56996.05469,79689.10938,44382.11328,29846.86133,42471.80859,23600.74219,25988.99414,37773.72266,26653.0332,56565.98828,29544.09375,33534.39063,52663.4375,26948.62695,54613.57031,36322.97656,45112.71484,28804.16211,26745.42578,35405.94141,32705.02734,25862.3457,45900.32031,65304.89844,95261.65625,30597.93945,36000.67969,55655.38281,20753.39453,93048.38281,46415.69531,71301.60156,18552.70898,21902.81836,87847.42188,13384.99707,40365.88672,54096.56641,68110.5,143338.4844,70813.00781,28553.07031
Q99MB1,57212.84375,20330.96289,30861.70898,35829.05469,36874.86328,30235.20313,31878.93164,33149.02344,15892.93066,38510.66016,32191.08984,35073.99219,19664.57422,25044.4707,25597.74609,38066.04297,24128.54883,34551.61719,30698.20313,31191.95703,38449.51172,36842.43359,22420.27734,26229.6543,28871.45313,20310.23633,38758.12891,34441.72656,14552.01953,30789.94141,27918.85938,26716.11133,20659.31836,25108.17383,30021.70508,26416.29102,21102.6582,15510.02832,27409.75977,23303.41992,17357.02344,22362.74414,15588.07227,15771.45703,22149.9043,46335.22266,47498.92969,40596.39063,38088.875,51928.5
Q99MD9,48133.48828,59413.66406,36850.83594,31542.64258,74943.20313,62970.375,49402.83203,31999.91016,50484.17969,41087.26172,113421.1641,142217.2344,122066.5469,115716.1328,116746.7656,120138.2656,98131.19531,117753.8828,107567.7188,128818.5938,135584.9688,89939.48438,109676.6641,113409.7656,139981,136077.5469,135198.1563,66002.67188,87748.64063,121936.3828,30615.05664,68571.20313,41313.39453,47855.97656,64203.33984,114947.3438,101893.4375,67471.39844,96483.00781,111484.4766,68392.03125,71215.875,53488.69531,64141.10938,109826.9844,92509.28906,92370.82031,69924.28125,73166.59375,128537.2109
Q99ME2,23699.24805,28521.49023,34497.23047,28385.39063,33388.69141,24304.97461,29955.84961,31427.65234,28560.80859,18836.18945,36140.92969,32424.47461,15795.78809,26185.01172,30623.67773,31076.35352,27763.41992,25796.20117,26327.08789,25230.8125,35798.16016,30627.30273,19202.30078,26753.57813,32078.33594,26788.0332,34043.50391,35133.95313,37571.0625,28334.47461,35832.39453,18483.47266,30375.01172,25205.80664,27799.98438,39548.82031,23372.79688,18069.80664,22647.64453,19628.62695,20746.6875,39112.22656,19722.71484,27654.96484,28413.17578,19514.77539,22498.56445,22973.88281,22972.36523,27394.43555
Q99ME9,51718.43359,82503.875,79819.85938,30819.44727,87990.74219,59572.85938,47186.85156,66362.72656,65407.375,58491.26953,76688,99709.9375,90937.96875,91947.0625,78205.89063,96486.44531,97170.03906,98687.125,90284.49219,85843.05469,74956.28125,79824.92188,74179.54688,94191.28125,77762.25,64302.21875,88464.42969,83371.53125,70092.45313,83438.13281,25041.57422,81787.64844,47866.73438,38543.79297,41658.82422,77216.3125,85461.32813,71639.02344,80238.63281,72028.10938,53585.94531,55617.83203,55940.71875,54995.15625,75226.71094,53873.49219,68454.53906,58839.39453,62590.77344,70838.19531
Q99MI1,38575.14453,24543.04883,29723.21484,202843.6563,44591.43359,260275.0313,133982.8438,27866.7168,201623.6719,232361.2188,17844.88867,19043.69336,18899.03711,33459.72656,25467.86914,30297.46484,31905.95898,22198.73047,27324.4082,20227.24609,47060.16406,29475.27344,32696.31641,37886.92969,133790.25,25142.60547,24898.89453,44982.07813,15109.12012,27516.01563,31853.40234,22830.33398,34370.96875,22289.67578,33344.97656,21071.55859,21345.42773,26458.82813,28322.15234,27220.83594,24829.17383,20326.51367,20054.40625,16365.2959,18846.62695,14679.41602,19625.79883,33722.23047,16949.29688,20775.57617
Q99MI6,23233.35742,36173.31641,21939.88672,42330.76953,24735.45117,23967.35938,17311.16602,44858.84766,23882.85742,21365.95508,126748.125,73993.9375,117471.5078,104033.1094,98121.33594,66101.52344,97693.92188,113395.375,94034.25781,89811.15625,131394.3594,139793.2813,145124.0313,120430.3984,104829.3281,84417.66406,107261.4063,85709.01563,97665.89844,73873.60938,56670.89453,31501.55078,23766.2207,19167.04492,39335.05078,99487.66406,80298.16406,83284.05469,123771.5547,26656.89063,18928.34375,22684.98438,24719.17188,29350.27539,34586.78516,26358.625,16140.34766,27180.03906,22589.33398,19930.79883
Q99MJ9,35809.47266,21382.98047,24292.79883,12785.75781,26822.60352,43328.20703,28064.44531,30851.73438,29748.31641,65904.92188,32946.40625,30519.21875,36394.3125,28071.55078,29592.7832,38928.64844,28903.40039,30730.44531,20953.50781,33440.00391,23630.18359,32502.39453,32030.42773,23960.45117,44932.65625,29934.11523,34802.66797,27969.10352,31591.07422,40464.84375,31431.70313,29050.14453,16476.4043,22475.56836,27896.46289,27463.78906,18739.26953,18734.20313,16370.84668,19181.67188,17101.21875,19156.96289,30093.19336,20325.59961,26119.00781,22027.83594,28219.85352,18445.01367,20166.27344,34015.58594
Q99MK8,31966.42188,38979.25,17636.49805,30566.94922,41425.78906,41938.13672,26506.72461,45107.4375,72802.53125,20072.52344,67554.67188,79258.84375,75629.39063,49956.04688,68494.1875,89829.08594,89359.90625,86526.71094,75354.42188,91428.375,58023.56641,79763.73438,72408.10938,63696.15234,85831.03125,72228.46094,88226.27344,56711.92969,84049.38281,90066.5625,106359.5,77701.40625,86012.66406,107116.5781,96821.75,83293.08594,94807.46094,74152.57813,71998.40625,80802.19531,91794.26563,85775.21875,56267.45313,93022.42969,92014.3125,72969.90625,79477.83594,89140.19531,80953.07031,79758.25
Q99MN1,169448.7031,174116.1875,178792.5938,149942.1094,187752.5156,251387.9688,238311.2969,218852.4844,263256.4375,196783.0625,284369.4375,251249.0938,304134.8438,210083.4531,257747.5625,261232.375,263952.0313,304604.875,247777.875,285011.9063,273038.0625,283521.4063,286958.7188,253938.6719,294110.4375,266071.75,269129.8438,201074.2344,243278.3125,271733.375,276431.9375,252865.9531,251235.1406,254033.7031,253715.8594,317058.875,299043.6875,263015.6875,303978.0938,280200.8438,236499.3438,234710.7969,249835.375,262657.0938,248942.8594,252119.5469,241024.8438,230557.3125,251935.9531,273588.75
Q99MN9,138995.125,106413.2266,110467.1406,128632.4141,103729.3125,104435.0859,116706.6406,101719.6719,104512.1563,154224.9219,73394.55469,62036.91406,80959.70313,81311.96875,71410.9375,67383.94531,54952.3125,75700.8125,68727.67188,71592.53125,74304.39844,73068.08594,59753.29688,66310.28125,55114.89063,79799.17969,75962.88281,87287.09375,79138.4375,76262.44531,78578.57813,75619.6875,100216.6328,59942.40234,90691.48438,88860.97656,85051.72656,83218.125,86686.09375,101438.0547,101599.3828,94678.44531,122438.6094,88960.53906,87746.32031,98738.15625,93464,130730.0313,92529.35156,93867.07031
Q99MP8,34435.875,29094.88281,17858.3418,35567.44922,31511.36133,26646.79688,32491.22266,44585.62891,30900.29102,27184.17188,63905.125,26341.08398,49985.71094,24765,23629.54297,31756.75391,25938.33008,50076.89063,29667.97656,29919.37695,28309.79883,30096.81445,27040.0957,48225.27344,25319.01172,27541.23633,34409.93359,52032.0625,33883.51563,35258.77734,32229.75781,30296.14453,31782.54297,37872.65625,32420.27344,26316.68359,14217.0625,33749.86328,20034.24023,29825.08789,17512.18164,36304.73438,19895.83789,58111.50391,17998.13867,26878.38867,55753.73438,40326.25391,54770.65625,35873.53906
Q99MQ1,24159.86328,24518.41797,21674.93359,17183.26953,21719.89844,25935.38086,86541.35156,15795.81934,18506.06641,42427.98047,33638.96484,21795.59375,28943.89648,28570.02344,28492.37695,28777.80273,23160.29102,36871.47656,19794.36719,17083.25391,40229.89844,30083.80469,30432.39063,35340.75,29550.14844,27528.53125,23335.86914,35457.04688,40281.89453,26926.34961,33702.53125,24120.27344,48304.30078,23626.35742,37965.90234,27429.64453,20690.27344,17630.55273,14875.1709,26525.05859,27114.26953,20757.89453,25956.35547,18084.29102,19805.17773,13775.33496,13735.48047,38263.85938,22989.5918,24913.64648
Q99MQ4,36786,60106.58984,67819.82031,58164.5,29669.52539,60507.75391,58048.92188,67316.1875,19974.54883,16938.08594,30546.40625,28598.9707,31265.34375,48125.11719,17542.41016,21846.58398,24367.32813,25704.92773,16940.66016,21915,21176.74805,19393.6875,23184.37109,35479.39063,18289.67578,21223.90625,27840.73633,38968.89063,23918.80078,22762.91406,40883.39063,70731.41406,18886.42383,17905.84961,32399.17188,17569.94922,15919.91211,30548.12305,19260.04102,18311.99609,19871.84961,20392.41992,18794.375,21557.43359,23703.35352,19082.26758,16758.56445,68904.17188,22522.72852,23909.50586
Q99MR1,36647.53125,25804.55859,19884.83203,24582.45703,23349.38477,23775.44531,35587.15625,28522.81055,28763.23438,35508.03906,19027.17188,22462.83789,27702.08008,26570.125,23095.07227,49151.36328,27889.32813,24828.33594,31044.05664,37122.8125,25148.83789,27603.15039,20262.44141,28471.64648,24865.39063,39579.18359,37148.71094,24126.63477,21498.85938,21187.82422,24967.26172,28640.99023,27820.60938,35560.58594,35263.57813,27585.71289,19481.9082,31934.57227,35935.55469,15885.15918,21714.42773,24767.39063,22583.7793,42613.46094,25109.41992,30567.00977,20145.30078,19608.58984,26547.98633,22555.44727
Q99MR3,30507.13672,43078.14844,27303.26563,48583.31641,25014.52344,60062.50391,59856.39844,69823.49219,63508.05078,71189.23438,37341.4375,23663.77539,24880.64844,43087.54688,14825.23438,30710.92969,28551.05078,21808.89648,19121.86523,26215.33789,26490.96094,33455.28125,22278.02344,23423.90039,22680.18555,25406.17578,24398.59766,46236.79297,22209.0625,28180.72461,21062.3125,40403.60938,48263.03125,23353.38281,24483.79102,42147.21484,52996.73828,39722.24219,38774.66016,59857.23047,71317.72656,72208.50781,92499.50781,97803.76563,72022.96875,73325.5,76999.28125,99768.08594,89682.29688,63546.76563
Q99MR6,86423.01563,112935.1641,92428.48438,62921.65234,113724.3203,105664.8828,110987.8438,84788.5625,135490.8906,146432.6563,182659.3438,220354.0781,195513.4219,199248.3125,205321.0469,173041.5156,183562.8125,180073.125,191997.9844,192724.5625,201298.9844,172190.9844,180713.2344,204307.25,204139.3125,197898.9219,197511.2969,217335.2656,180245.5625,218316.4219,124122.0625,131625.9531,122111.5781,143201.7344,138010.9219,164766.4375,160626.4844,158122.0938,179680.0313,158630.0625,125178.8984,134152.1094,113122.2578,146038.6406,157423.9531,131271.2656,155620.9531,121598.1484,148778.8438,187787.0156
Q99MR8,154744.5,112339.3594,95850.35938,123550.6797,121666.4922,101138.3672,87465.33594,91761.625,85467.54688,135500.9219,78530.80469,29681.13867,70503.05469,69142.71094,63368.48828,81316.375,29452.58203,64994.47656,64537.07031,54387,70224.8125,80566.02344,61985.87891,58230.94141,61638.60938,109802.3047,32990.60156,46095.3125,78713.64063,55395.22266,63529.80078,70017.71094,81990.42188,41432.66406,80680.82813,80399.28906,66004.76563,60370.23828,48869.85938,66545.28906,69947.57813,50177.89063,86131.46875,64597.16406,59415.39453,65082.00781,51801.67969,97176.21094,65274.55469,61712.40234
Q99MS7,28053.74219,27923.26953,44740.83594,28916.74023,55430.01953,39082.68359,66799.14844,34442.93359,34311.49609,26394.38477,21365.03516,41810.08594,42570.46875,34772.10547,42083.96094,30892.69336,28040.74609,27149.5293,27043.47461,34956.22266,25226.82617,27276.92773,31373.64258,42788.63672,25423.80078,24451.53906,25083.1582,46744.44922,29925.09375,38671.375,63432.31641,36460.28906,51512.11328,53195.00781,39022.45703,47730.80469,42205.45703,26097.71094,17644.00781,49378.73828,66958.83594,57998.75391,60158.30469,61425.67578,53471.47656,61173.47266,59537.625,55384.53125,65078.35156,64362.01172
Q99MU3,24605.26563,21278.59375,23013.49414,21574.32813,35138.55078,21878.625,29317.44531,26165.16406,24040.74609,29790.48633,32099.8457,47556.35938,18922.62695,19284.00391,29313.16406,34813.98828,31524.04883,30419.55859,20642.40625,31831.49023,22831.70898,46826.03516,37331.34375,20171.74023,38670.40234,21924.98242,35061.42578,59315.75391,28503.62305,30417.04688,32962.35156,24250.23438,26468.27539,13643.4502,40263.26172,33547.62891,28693.97461,16616.86914,29834.03906,38600.80859,28785.92578,27456.7832,30258.19727,27869.90234,38533.91016,22745.64648,11615.48926,20871.93164,22213.23242,19296.14258
Q99MZ7,58650.78516,34613.66016,45004.65234,42240.45703,33321.64063,33538.33594,29495.97266,16866.47656,19457.42969,18879.62109,36845.47656,27967.99414,22273.22266,43584.70313,30957.59766,29852.76172,16250.05859,34203.85938,18240.13867,30781.86328,43741.57422,34574.09766,30304.45508,29637.49609,19289.98242,29626.85938,32653.41992,38119.32813,36191.97266,26340.40625,31369.45313,25901.95313,26410.49414,20475.61328,26768.18945,29522.20898,20464.61133,27015.08398,18456.94336,28073.18359,16835.72266,13729.8252,29098.3457,13131.30957,23203.12305,18804.92578,23089.48438,16766.69727,21986.33203,21720.22852
Q99N16,30891.36523,24317.92773,23186.80859,17261.15234,31799.35547,34297.00391,69383.26563,30936.73242,227028.3438,22559.45898,32652.88086,36425.50391,31367.10938,25779.80273,27564.07617,25823.39648,21991.28711,20957.24805,25685.93945,21361.16602,28780.80859,39411.78125,27003.96094,17465.62695,22254.8125,119650.0625,111860.2188,124230.7422,78789.33594,94536.85156,183474.4844,135208.7031,155069.5156,215547.4063,124284.4609,104888.8047,137838.9688,118300.6484,92790.03906,149356.2813,207012.5938,264706.875,205104,223450.2656,202987.1875,210088.4531,212644.2031,242999.6094,213912.2188,133914.6563
Q99N28,30941.29297,36117.47656,22251.31055,25678.67188,31727.44141,31030.82422,38259.15625,26823.02734,33245.14063,68819.23438,20357.8457,31074.62891,23800.65234,24195.03906,23242.91211,30408.30078,31564.27148,29031.29297,21775.17383,26268.74805,29901.52344,26473,31490.45508,21782.89063,21412.88281,47328.73828,37383.30078,45942.66406,35680.29688,29542.41406,33442.01563,31336.93359,51211.875,32818.50781,32000.99023,24518.5957,14617.59863,25015.4668,22932.56836,23559.79297,19205.80469,16096.30078,26088.41406,29362.59766,23234.75586,19251.68945,18263.48438,25295.18945,17195.57617,24759.94141
Q99N57,35357.66797,33496.39453,22171.80469,24629.49609,50082.88281,32681.38477,21363.32813,31811.33789,21824.5,20572.06055,22475.76172,24945.74805,30506.08789,39013.76563,47773.79688,25546.24023,26396.26953,19127.69336,22601.04297,41450.96484,51073.19922,24956.79883,31441.26172,24844.80273,19985.30078,37704.09375,28890.62109,46289.33203,34182.41016,25640.98242,28363.37109,43691.8125,36023.19922,27511.97656,37917.84766,32726.52344,40948.4375,33901.66406,24870.65039,28555.31641,38053.1875,33887.77344,24020.23828,51392.1875,39023.875,44762.55078,32787.54297,28254.64648,12786.92383,14808.55371
Q99N69,27499.68555,29538.78125,18466.68164,27013.18945,38255.4375,33605.69141,24552.7207,35537.625,21549.95508,20435.43945,23639.41602,42427.27734,28895.37695,30783.16406,51712.07813,38378.15625,44824.64063,15586.22852,42016.91406,71067.17188,41627.02734,71157.89844,58226.85938,52316.28516,98222.04688,80230.67188,90493.5,48267.88281,76147.49219,118533.6016,26393.6875,33815.16016,19621.45313,28848.54102,47357.59375,47779.19922,50591.91797,23387.84961,37981.16406,48231.90625,45566.98438,65500.83203,41203.42969,62720.32813,56828.19141,44011.07813,51889.17578,19287.95508,59904.375,61049.45313
Q99N84,76541.53125,75861.91406,73138.35156,85068.47656,57855.88672,49683.59766,39527.17969,36809.78906,41460.25391,46945.51172,31330.14063,32262.2207,21648.59961,34642.61719,30587.01953,24066.04297,16475.15234,39152.16406,35614.07813,17939.25977,34016.19531,24032.91211,25851.44141,33660.36328,17048.81055,22104.44336,29272.05469,30197.07227,33675.44922,17790.67383,21200.46094,17753.18555,39476.46875,23306.5,41748.00391,31238.79688,22575.13672,23908.25781,33467.02734,50219.53516,50523.30859,28403.4668,25295.97656,32011.7793,21153.30078,16426.42383,52795.19141,27545.22461,18570.14453,20551.5918
Q99N85,41771.27344,67035.35938,27816.38086,64930.44922,30916.83984,27898.76758,18272.67383,25100.80664,19954.7793,22871.98047,24619.5332,27923.08594,39442.66406,24334.68359,23865.78125,30458.71484,16633.375,34349.32422,45923.01953,23358.13867,28467.16797,35627.54688,32750.39453,31910.70508,34141.03906,27038.57617,30365.45508,28644.89063,33580.53125,44089,31183.37891,21305.16797,21783.66797,26087.20703,29295.01367,19113.13281,17975.25,15813.13086,34570.83203,22205.33398,29183.08398,20731.83984,21427.14063,23495.91797,37892.1875,25549.9043,12755.6543,21998.13672,16396.36133,34974.76172
Q99N87,84179.27344,89160,82356.10156,82894.64063,76353.44531,52352.92188,71614.11719,66589.91406,51404.38672,49411.35547,26338.68164,40530.88672,37738.70313,18445.05078,17271.7207,35767.03125,47608.22656,30697.26953,30593.30859,34536.57031,41524.40625,21854.58594,36480.05859,40148.78906,50256.33203,34140.88281,40192.68359,36017.53125,26222.59961,47862.71484,30033.93164,66047.27344,75097.23438,28713.00586,29817.35938,30011.16797,33196.65234,45961.98438,40465.67188,41340.79688,17973.50391,26269.02539,62125.55469,25350.33008,17636.35742,21581.28906,36818.59766,59378.36719,47599.79297,51188.15234
Q99N92,88063.125,60802.21094,61988.13281,60627.90625,45451.85547,21048.42188,22684.84961,27975.00195,16304.16895,24198.20703,26843.30273,31936.76758,31783.9707,18753.4082,17721.82227,25051.39258,36762.66406,25152.84375,18731.45508,43640.05859,16049.33887,36925.35547,21437.75195,24797.97461,23889.64648,62244.72266,21123.43945,54679.31641,35032.74609,27811.91211,31289.51367,29616.67773,28371.22852,22880.57031,30472.24805,30933.70508,16674.57031,22719.09375,17152.64063,38048.66016,38417.5,19196.25977,53851.41797,31290.0918,21559.04492,36995.13281,31616.08203,52660.23438,18165.42773,39150.82031
Q99N93,144945.125,132372.3438,121671,117933.2031,103242.6641,85121.01563,63190.08594,22766.85742,25071.02344,20211.79492,88885.76563,35119.90625,47218.77344,38187.09375,58601.29688,27746.53906,27756.24414,42835.36328,22796.23828,22057.7207,61311.39844,104376.1484,63832.67578,27277.43164,23187.82031,22082.39063,27558.50195,27672.33789,40816.55859,27344.5918,32176.62305,99522.53125,31985.23438,19138.88672,36424.25391,66167.00781,74865.26563,63466.41797,24938.60938,11665.60547,20420.3418,16958.16211,70641.14063,44490.14844,20319.30078,67358.11719,55358.76172,94178.82813,60817.96875,66936
Q99N94,68755.9375,62686.05078,60421.17969,67500.125,47261.89844,32820.33203,25745.14648,37177.92188,42170.23438,13792.88379,39176.73438,38160.69922,35926.60156,30226.81055,24497.17969,37401.49609,31976.39648,32182.55859,24506.99414,21478.34766,38229.60156,24397.43555,37673.00391,34664.83594,29955.77148,44872.25391,44951.58203,49860.50391,37846.30469,30315.69531,36607.09766,39004.32813,41925.38672,38532,27848.44922,35231.02734,30622.17969,44991.17969,41073.14063,19580.83203,26525.09375,26777.6582,42000.50391,22238.75391,25100.19336,31381.52344,30098.44531,42992.77344,31677.77344,30936.91602
Q99N95,120517.5234,100265.0078,100043.4844,115773.9766,30377.64258,22777.5293,18841.12109,29898.36133,24883.56055,32234.125,19974.17969,30841.31445,78449.96875,30839.64453,40263.95313,29722.90039,20342.42969,25064.03125,29165.82422,32389.59961,24642.80078,35490.27344,29081.61523,25041.24414,30596.26172,25699.20313,22692.49805,30865.3418,32153.12891,28820.82617,35328.01953,28226.58789,19277.19727,31278.57227,38497.98438,25913,22590.42383,37756.12109,16409.58008,31848.875,19890.31445,17134.43945,19915.95703,77427.50781,30381.45703,18593.04102,80244.57031,109370.7031,72565.17969,23526.38086
Q99N96,87702.94531,77182.83594,62337.53516,80302.9375,67090.77344,61693.35547,19467.375,21534.04883,22719.98047,22565.29102,32144.64844,50291.92578,35158.27734,34274.31641,24276.16797,45338.06641,13148.7334,50153.75,24390.00195,50224.55078,68147.88281,31577.71289,29759.11328,27895.24609,24128.08594,26107.70117,19694.79492,30231.86523,66767.63281,39392.79297,22710.58008,48215.90234,23094.85938,29871.43555,35935.81641,23069.68164,36851.56641,30113.66992,17483.38086,25978.31055,20260.13867,25680.55664,57785.17578,23631.44922,57107.04297,39751.39844,37046.01172,59785.8125,22877.89258,49388.82422
Q99NB1,120368.1563,66371.23438,105849.3047,125102.6328,140384.8438,37978.85547,31333.06055,22007.45898,88493.4375,19591.06055,76223.23438,66031.90625,84180.16406,74528.02344,93570.20313,110611.8203,84914.20313,105468.0938,94957.85938,86180.5625,25932.61914,62181.30859,79737.16406,53357.46484,53899.14063,103432.6953,108606.7344,108976.375,119583.0078,108400.4531,25750.33789,30658.25391,69917.71875,22695.36328,19036.23047,78034.03125,69413.54688,78875.42188,68390.85156,63296.94141,85803.34375,90080.85156,81540.72656,84183.39063,68480.69531,67366.30469,82335.3125,78130.34375,62494.73438,89002.77344
Q99NB8,37938.95703,28284.86328,25539.62109,34047.30469,27197.97656,30795.82422,20956.29297,22352.8125,21385.48242,25723.89844,90614.89844,28595.39844,19862.53906,29403.50195,77649.85938,30767.82617,74462.23438,22628.83398,83361.60938,20718.72852,72609.99219,24639.86914,77618.14063,78033.92969,38326.91797,43260.41016,38247.95313,31961.26563,17936.35352,28787.84766,29634.40039,45875.17188,27796.8418,28983.91211,35842.74609,21796.45898,19293.74414,17468.45508,14327.57813,26837.19922,19886.41016,26385.31445,24838.10352,17255.98438,21275.40234,53594.51953,45649.625,36839.09766,13389.75781,19799.89063
Q99NB9,105743.4219,127742.6797,117553.2266,111457.3594,130272.4766,168288.8906,138139.25,110393.8516,119936.2422,149481.125,174838.1875,155113.6094,166806.7813,160719.5156,166050.5313,177613.9063,166715.2813,174393.7969,165550.5313,155945.75,173995.3906,163680.4219,164745.0938,162901.0938,160469.8281,165810.0938,160852.5938,193192.1719,169861.1875,173938.5781,137903.8438,126296.8203,119078.4844,125240.8125,103008.0234,173501.0469,145299.875,146498.1094,147558.4531,146027.6406,145806.3594,116716.6719,115864.0078,131719.2656,132217.2031,154788.9063,146232.6094,134007.8125,137896.5625,173023.4531
Q99NH0,30918.98633,21242.08203,27019.17383,20060.10742,22387.28125,45143.11328,21349.125,33874.73828,22108.31641,21942.71484,29191.1875,44753.82031,17369.67188,28236.64648,61926.28906,24059.52148,40323.58984,23319.58398,41534.78516,15982.98926,32810.05078,23854.78711,30179.73047,40787.18359,23074.44141,31664.73047,37115.99219,36188.76563,44656.65625,28625.54492,28995.73438,20052.32617,37411.08984,24069.19336,29658.32813,18115.79297,20983.83594,16585.13281,25503.70313,28094.43945,25797.29297,38837.6875,20004.76953,12400.36523,26825.58203,35362.94922,51314.07813,23310.8457,42466.11328,63323.72656
Q99P30,42882.53516,23338.9375,27383.9707,35040.69141,45773.17969,26223.32617,24822.83789,22707.48828,20585.75977,24829.63281,32306.75977,28386.72266,28286.75195,39426.89453,31487.76953,39406.72656,29653.23242,21665.83594,19517.79492,18845.13281,30592.01367,28559.92188,24668.14453,24779.9668,26452.84766,39002.96094,32619.37695,25522.8125,30626.89648,23503.74805,22314.26563,28957.34961,29393.80469,28946.72656,34593.09766,24362.54492,20967.04492,40135.70703,28279.79688,28547.78516,18245.89063,18608.65625,19613.16602,15103.1084,17689.8457,21342.81836,19689.14453,32111.28516,7696.930664,25243.94141
Q99P31,24246.78711,62279.00781,45657.28906,46774.33984,53905.83984,70905.09375,48790.80859,69686.82031,66291.52344,62120.79297,61521.25391,60621.8125,60616.64453,31729.91602,62277.9375,73705.03125,55208.89453,72202.875,80061.98438,62070.42578,33082.10547,55851.04297,55521.73828,36585.64063,77450.54688,89941.97656,61931.07813,44341.76172,62542.83984,57840.58984,58671.18359,48772.20313,25616.62109,63645.47656,68470.5625,83237.27344,80878.1875,73761.08594,79605.71094,87113.59375,77929.69531,74760.82031,76705.64063,83767.72656,71514.20313,92655.4375,83150.71094,93969.88281,85597.58594,95052.94531
Q99P58,115491.0078,30992.77539,97915.67969,26387.96484,127913.3672,57354.57813,16093.82129,27423.49805,22193.21289,28478.46094,30353.29492,31464.44531,28998.70508,23025.98633,25335.66992,26315.36133,32770.90234,24772.66211,22404.88477,26145.50586,37142.76953,39916.92188,30148.10742,20225.25391,41549.58594,28927.00586,22950.87305,27793.03711,32285.34766,30400.70313,40898.63672,32293.0957,60042.375,34827.75391,29007.16016,21652.52148,21914.83984,15422.79883,38896.1875,26722.22266,40878.92969,27545.2793,19275.80859,19863.87891,19679.50391,30303.95508,14899.52734,18082.12695,22555,18011.50391
Q99P65,38113.75781,31697.10742,44953.83984,24237.34766,52047.0625,21850.41211,27151.16406,32831.70313,28676.98438,29851.85352,27435.11914,33678.58984,26984.20703,18374.94141,26753.91406,29582.66992,21268.60938,28199.54688,19233.7168,25652.57813,21119.64063,20610.8125,27822.7793,26657.54297,27990.41016,21444.05859,19081.69922,35120.39453,22801.75391,24641.66016,17167.13672,23817.61719,26036.17773,30639.6543,22685.10352,91562.88281,72643.3125,36756.00391,21416.61914,128434.9531,91135.11719,92993.16406,111322.9063,86711.88281,85170.4375,101122.0547,91277.76563,112967.4219,111550.3828,14864.67285
Q99P72,250030.3438,235444.2656,244195.7188,228202.5469,158779.875,351537,229485.6563,332118.1875,250323.0469,235973.7031,81021.70313,84476.94531,100238.3672,61535.08203,51713.51172,72836.80469,40526.86719,71542.00781,73120.46094,32212.12109,98572.89844,93240.24219,93694.60938,69272.91406,68483.23438,79506.10938,70165.14063,109722.0547,127653.5391,29879.80859,178320.9375,189207.7344,213594.8594,142972.6406,21010.80469,129682.0391,109864.1641,116257.7422,107888.75,136530.7656,231260.9844,209997.375,294417.375,220446.4375,133489.8906,204467.75,186426.7344,229640.7344,182788.0938,143655.5
Q99P81,30094.4668,33771.17578,28493.92188,30661.57813,31810.45508,29860.14258,25344.53125,21936.94336,28865.80469,23832.91016,25076.47656,20700.05664,21588.13672,25606.78516,17116.56445,37587.13281,27796.6582,29124.84375,20332.88477,23940.37695,35564.11328,32095.6875,20842.02734,30648.64844,17007.61328,20426.81055,32365.66992,39544.03516,22169.15234,30421.65039,43732.8125,17654.79883,31036.62891,33013.94531,27178.79883,29903.85547,23087.13477,29489.38281,28192.65039,26647.23633,27234.67773,30355,23540.14648,30204.6582,19956.73242,36087.21484,31810.37109,36360.42969,33963.83984,30542.44922
Q99P88,97016.13281,109897.4297,105211.7031,85584.00781,101749.5313,120304.8359,95664.89063,102803.8125,93913.61719,91563.00781,108264.5313,89288.57813,101569.8359,89646.96875,82035.20313,97730.47656,83600.55469,110565.6172,84395.23438,84086.39844,103315.8516,108573.1406,109197.4688,95408.86719,92184.53125,75713.42188,70231.40625,77036.14063,79718.92969,75747.66406,99922,106837.1094,85175.5,71472.99219,69845.83594,106323.0859,84580.65625,91102.95313,79894.17969,73041.04688,87364.44531,77500.32813,88443.25781,76201.875,81191.76563,88251.9375,77826.53125,102396.4688,84446.6875,82948.02344
