pid,PCC_1,PCC_2,PCC_3,PCC_4,PCC_5,CAF_1,CAF_2,CAF_3,CAF_4,CAF_5,T4_1,T4_2,T4_3,T4_4,T4_5,T8_1,T8_2,T8_3,T8_4,T8_5,Treg_1,Treg_2,Treg_3,Treg_4,Treg_5,B_1,B_2,B_3,B_4,B_5,NEU_1,NEU_2,NEU_3,NEU_4,NEU_5,MO_1,MO_2,MO_3,MO_4,MO_5,MAC_1,MAC_2,MAC_3,MAC_4,MAC_5,DC_1,DC_2,DC_3,DC_4,DC_5
Q8BHI7,101056.5703,69834.94531,46488.03906,54328.10547,58093.14453,54815.28125,64823.44922,57404.1875,52265.68359,97611.67969,33649.77344,41020.61328,29264.27734,23073.3125,59187.95313,42265.23047,28384.88477,29695.34766,27952.09766,21800.14648,39587.24219,34744.375,58334.42188,43068.83594,58915.60156,20268.51172,44973.66406,48247.84766,28026.77344,24134.83398,33027.12891,48030.57031,45804.26563,34276.0625,29135.01172,23663.99414,35513.29688,63768.82422,28093.77148,38030.23047,34387.01563,52937.66797,68189.07031,37792.52734,18425.625,53534.35938,29616.53906,63817.44531,42923.42969,95310.28125
Q8BHJ5,24185.18945,26793.09766,33632.29297,28028.49609,38613.84766,42718.26563,58795.96484,36842.89453,36827.21484,58266.09375,55052.80469,50378.80078,58163.69531,57790.98438,62899.73438,54955.79688,51226.16406,59409.81641,55350.19922,60733.03906,56426.08984,60588.44141,56981.09766,66396.25,58624.3125,53104.64063,70010.30469,60165.02734,58201.88672,69632.39063,53968.16406,40672.8125,32553.78516,50093.17969,45056.59766,68752.48438,59887.94141,41822.35938,57135.02344,59869.61719,50112.98828,43869.07031,47166.20703,44471.24219,60390.59375,53606.85156,48379.65234,42378.78516,46896.38281,69756.14063
Q8BHJ9,27968.16016,23219.87695,23686.32813,15677.4707,28265.05273,133550.0938,25602.89063,36249.36328,37181.14063,27987.50586,24131.48438,23975.78906,129468.5859,25668.88086,18667.18945,32221.17188,17718.97461,129787.3516,31344.12305,20125.13672,28098.52539,29719.93359,144372.5313,29572.64063,101079.0156,81991.28906,30939.49219,52094.83984,23199.65625,132264.5781,20611.42578,15382.60059,37613.13281,24892.42773,36452.43359,89309.46875,119944.9688,110612.2578,103561.5938,26301.01367,18671.5957,16167.72656,99978.82813,24296.73438,14607.92969,121907.8516,16268.73828,17021.00781,15946.69629,68860.64063
Q8BHK9,29315.23633,34780.10547,1032075.813,42075.19922,26424.63867,1089786.75,25734.90234,17435.70313,1054740.875,17232.18164,27810.8457,37823.96875,27210.86914,25535.16406,26666.01953,32832.48438,23509.74609,25593.16211,2061740.625,21091.73828,26661.66602,24403.93555,25183.67383,22862.41211,950676.4375,25988.85742,29977.20508,46804.98828,26228.5625,26215.14648,24386.79492,16621.97656,26673.6543,37071.73438,37829.87109,1226182.5,867475.375,1166256.625,740133.0625,1145002.125,1150765.875,26987.82813,33613.13281,741664,1152340.125,1182513.875,950374.875,24611.49609,810279.0625,963689.0625
Q8BHL3,43109.11328,31624.77734,19958.32813,22839.48242,25192.36523,20329.42969,26076.84375,44297.55469,42095.87109,21768.86914,40857.94141,43125.98438,17016.82422,35759.60938,29730.42578,37852.28125,25652.42578,27043.25977,22015.08398,24033.21484,32070.5332,32518.55469,21655.92773,18080.60938,25388.26367,29347.83008,34556.11719,31161.125,46886.86719,38214.21484,36235.63672,44368.03125,64171.39063,45096.76172,28736.83594,29742.12109,30289.5957,19378.48828,41256.62891,38561.60938,33065.44531,18707.76953,30407.73828,39182.64063,22582.12305,27696.64063,33966.22266,22971.89453,31457.31055,35434.60156
Q8BHL5,44014.97656,29964.12891,36470.10156,22340.74414,33020.77734,148015.4531,125986.4688,141283.0313,122158.2422,80670.26563,30422.45508,41176.77344,29590.24023,38888.78516,28233.41797,107415.375,114024.0625,119472.8672,130907.1328,90042.39063,40180.49219,29365.12109,25409.77148,43883.94922,83600.33594,22278.61328,26939.15039,36145.375,85450.14844,918263.0625,25080.40625,116242.5234,37399.44141,27727.26953,42754.90625,161352.4688,135268.9531,100103.2813,130490.5313,148015.8438,157581.5938,207356.8906,235111.7344,167848.7188,155869.9063,193405.5625,194675.1563,193024.1875,192208.0313,173450.1406
Q8BHL8,22630.27148,23809.76367,25307.14844,30618.43555,26592.72266,26290.81055,19232.82617,28264.77148,31986.14258,27458.19727,20096.80664,30994.74219,19370.39453,68440.78125,28550.97461,27455.73047,57283.53516,18167.90039,65357.10938,73043.64844,35748.97266,31522.04883,24729.32031,51623.30859,26945.72266,36351.17578,36467.16016,33881.8125,27690.34375,30506.5918,34503.18359,20467.58789,20588.33203,23633.22852,41397.78516,33029.00781,54329.14844,36915.27734,55706.94922,48590.51172,16727.19727,47219.42578,40666.44141,43891.14453,24824.13477,49895.81641,46152.44922,20468.19727,47691.79297,28460.07422
Q8BHN3,401916.1875,312672.2188,294060.6563,344869.0313,331506.2188,355440.625,341897.3125,347428.0938,361076.4063,410340.3438,211552,203720.875,203730.0313,229321.5781,202688.4531,197226.6094,198229.125,216001.8438,214683.1094,189002.7344,213465,212207.7656,224935.5156,220130.7344,196565.1563,223549.5469,206011.4063,178733.75,215394.1406,187262.9063,236726.4531,235782.5469,240609.0469,226108.75,205043.2656,281232.5625,267933.7813,307755.3438,262420.375,291894.6875,294484.75,285009.2813,315040.6875,254787.7969,270983.9375,282423.0313,277135.625,332351.875,270145.0938,255591.4375
Q8BHS3,38474.09766,32546.51172,23758.30469,33466.76172,56125.03125,57066.92969,72166.99219,59424.82031,60341.78906,49906.86719,63596.60547,39327.66797,67596.75,53376.79688,57364.47266,41342.59766,65457.85156,72850.1875,54174.32813,51488.01172,58710.36719,50110.20313,66927.32813,53819.78125,50549.86328,74565.375,59710.17969,31410.06055,68561.23438,50557.65234,38334.19141,43978.91406,29079.63672,52283.96094,23142.1875,63388.30469,62045.52734,46368.06641,58595.83594,47149.25,55564.83984,56057.14063,50241.18359,29473.65625,51537.76172,58748.10156,53522.08203,26806.63281,48184.48438,58021.60938
Q8BHT6,83358.07813,27649.02539,35533.67969,71838.28906,42142.92188,112594.0625,120511.625,75629.1875,111246.3984,118167,21455.07617,27015.69141,30002.40039,26592.22852,29343.23242,30947.63477,22349.32617,31829.55469,28740.21875,22818.12891,43098.14063,33905.42969,22991.70508,16926.25391,18432.76367,28738.48828,32493.28516,34076.48828,32348.66602,32278.77539,31377.20898,19112.80469,21454.60742,20956.18164,32442.41992,16124.11719,19789.52734,22401.46289,26282.38281,23457.01172,25672.80078,25234.29883,21285.85352,62227.03516,24019.87305,23771.51563,17447.38281,24411.89063,17324.22852,31769.16211
Q8BHY2,31274.89258,61010.84375,80723.92969,71602.85156,79634.76563,55695.90234,19675.71875,32566.56836,22763.62109,36023.91406,44128.68359,36162.33984,65262.43359,49564.42188,36816.28516,35767.10156,60260.27344,55618.53125,53992.5,53576.66797,28071.92188,32826.23438,51147.32422,29248.96094,34796.22656,30166.60742,37291.75781,23553.92188,67560.92188,38088.92578,29698.13477,59638.42578,40530.80469,21389.7793,25575.06641,68852.45313,39257.95313,45356.35156,30947.73633,32741.15234,31220.23828,17913.88867,52187.45313,14262.34766,30909.38086,44029.32422,47446.30078,28681.99023,27233.84961,22425.25781
Q8BHY3,194368.0938,174007.8125,141853.875,207732.5313,172921.6875,105004.5156,65586.10156,28690.06836,27551.30664,33164.17188,23138.6543,29053.04492,34072.67969,27820.83008,25427.7168,37120.21094,20387.74219,24716.7207,16672.00195,28942.49805,27076.69141,38937.32422,33174.45313,29370.14844,16051.2168,27219.46875,29356.92969,37819.16797,27966.08984,23831.61914,24978.53516,134555.5,105721.6172,24593.67188,34505.60156,34381.78906,27898.12305,18838.33203,27922.49414,31681.56445,25508.89648,20772.10156,142514.4375,26071.07031,25436.74414,15102.96875,17425.67969,29770.56445,25402.75,24461.0293
Q8BHZ0,29039.25781,24768.27344,26898.3125,19593.18359,24758.76367,22259.90234,40306.93359,46324.47266,54017.52344,53501.17578,78884.91406,24659.81445,57865.83203,56612.67188,67899.13281,93835.92969,63064.60547,82193.05469,65848.3125,79427.73438,67800.36719,56570.625,54974.25391,51712.04297,47956.10938,75807.17188,22074.10156,26727.55664,68007.75,48633.60547,33008.01172,16888.35547,33124.57813,29225.70898,33241.91016,71572.75781,55026.28125,39314.95703,58018.42578,63793.95313,64268.09766,57075.57031,44817.05859,24495.20313,59429.65234,101455.4922,89257.17969,60817.60547,79613.8125,103596.9219
Q8BI72,42455.53125,30794.41992,27504.97656,36324.32422,29321.51563,39782.3125,20214.08008,21880.89453,57846.17188,55574.17188,55598.71875,54161.79688,72077.35938,56714.89453,62111.80078,75471.67188,60153.375,66717.85938,59757.80078,66474.59375,75235.36719,70634.42188,67907.47656,78620.35156,66397.30469,75045.52344,33150.88672,68026.17969,61539.51563,80514.59375,29053.12109,61497.34375,51838.26563,67850.13281,76971.28906,60458.73438,60326.03516,57160.37109,57790.29688,64731.64063,45297.20703,22805.55273,50838.32422,51090.52344,61660.53516,39632.46094,43360.03906,31864.31055,50916.51953,56802.61328
Q8BI84,111226.3984,23916.66602,59031.03125,87882.61719,24245.76172,114989.2969,106197.2109,110286.3359,114084.8281,174441.5313,25587.05469,34769.99219,50581.18359,33840.33594,66475.29688,26875.86523,24161.55664,22513.66406,26250.52148,29613.13281,25548.72266,28244.20703,17117.60547,28113.66797,76334.57031,23615.69141,24693.89063,31905.2207,24181.36914,38878.11719,30639.79688,62035.76563,17815.87109,81591.73438,21711.57227,87303.60156,95151.14063,79158.21094,92648.33594,98213.35156,82955.375,96889.23438,98750.03125,99582.67969,87203.58594,80137.8125,92229.75781,109379.2344,88403.75,93466.09375
Q8BIA4,35168.39063,30272.24023,26470.19922,21645.9668,44172.19922,65838.29688,76968.03125,92518.34375,36054.33594,38844.02734,26845.48438,40513.04688,39613.8125,23483.35742,20814.03711,34538.34766,24588.64844,27356.57813,16639.69922,16550.37109,37580.42578,36777.87891,18191.20313,20004.53125,18572.80859,32928.26953,32464.49414,29063.82031,19111.69336,28548.06836,44085.47266,19767.14453,25117.93555,20698.37305,47842.3125,23447.06055,18219.79688,22158.58789,27818.29297,14762.02148,16762.57422,15311.67676,17354.93555,40671.0625,20201.79102,14276.08203,20144.36914,25523.79102,19401.30273,26577.01172
Q8BIG7,93294,107325.2422,80333.52344,123930.3828,39101.625,52106.48047,71795.94531,93865.82813,37825.86719,62850.69141,25243.625,38029.97656,30964.94531,21006.23633,63983.02734,28788.95117,41789.91797,20491.48242,57221.69141,40839.76563,27541.63672,24710.30078,20587.13477,28916.5293,62635.30859,34447.30469,35830.90234,41448.74219,26386.7793,34420.28516,87360.52344,45996.11719,116462.0313,63668.66016,34694.29297,60960.29297,38863.13672,117649.3125,33592.71875,71665.64063,74828.35938,88209.47656,106701.3203,81946.32031,67931.36719,87159.21094,75720.73438,157728.7344,87929.22656,65193.31641
Q8BIH0,31510.75781,28319.64453,35496.28125,23183.05273,22983.68164,26532.25,19662.32617,21406.01758,19092.89063,24114.94727,23964.88672,26342.47656,55284.01563,79955.67969,16812.93359,34250.33203,51450.65234,89715.26563,20390.7207,19197.75586,29153.64063,23148.64453,39283.96484,28708.73633,27718.41797,44110.74609,26328.86328,92004.70313,27008.20898,25171.75586,27654.07031,21548.95703,27938.52148,52544.30469,24296.63672,25220.77344,19279.01953,48332.76172,59904.69141,22911.52148,40359.5625,16465.45117,27255.00977,38020.22656,19857.19531,33330.47656,36695.3125,33772.80469,32211.375,39842.44922
Q8BIJ6,215905.0469,199012.9531,157010.125,197386,159735.5625,149265.875,120860.8906,118267.9688,137976.6094,155708.8281,107475.6094,98056.10156,111543.8906,104228.3203,109650.4219,101064.0469,87901.32813,112007.7578,96402.42188,107135.1328,105938.3438,109360,115003.4375,107297.2891,100994.4609,109781.9844,85693.49219,98969.34375,110029.1406,100324.2734,112439.0625,111767.2344,112566.9766,84422.6875,78534.4375,109340.4844,98914.14844,106405.7656,94395.35156,97420.48438,101305.1094,93755.44531,116978.6719,101647.8828,95348.21875,98498.77344,94839.29688,139164.4844,98664.29688,101989.125
Q8BIJ7,22759.66406,27751.18164,46826.83984,17162.5293,31900.32813,59097.52344,56381.46094,52486.64453,74323.25781,64689.59375,23028.07227,21818.22461,32750.97852,30901.63867,47781.75781,26533.56445,26533.45898,26198.86133,29231.23633,27137.88477,32673.43555,27676.94727,24966.02344,62402.76172,47700.11719,75057.82813,36566.58984,40372.05078,78555.21094,93088.98438,74374.76563,60637.80469,77356.19531,81547.84375,69416.94531,87884.82813,90424.14063,82168.82031,70987.72656,100374.8203,88154.21875,97266.95313,79950.71094,84274.25781,106541.6094,89085.53125,99499.76563,88844.76563,104444.8906,104284.6953
Q8BIK4,35175.66797,44536.96484,36039.01172,23965.98047,52769.89453,41837.125,56728.80469,37130.57031,32543.62891,34229.10156,24049.47266,29602.13477,40578.95313,31441.57422,35546.0625,31394.24219,23775.55469,46741.08203,22668.91406,37884.72656,24039.76172,23592.70898,23794.68945,28571.5918,15111.88672,29947.83203,35031.17188,31272.43359,31733.88086,30182.82422,37079.91797,51551.45703,32582.17969,24664.7207,30709.24414,19657.01172,16898.95313,28967.38086,31243.1543,20476.72266,16325.70605,19718.71289,32596.11914,40932.82422,22161.06445,19198.54297,10537.85547,24129.02734,35835.28516,23703.08594
Q8BIL5,36353.77344,146353.6875,289735.8438,24721.6875,37342.17969,35193.59766,24176.50977,28719.42188,32226.17773,18836.50195,30874.01367,22394.72656,35383.97266,22265.90625,16042.25391,29948.3457,20664.3457,42281.07422,21087.91797,20089.76758,34670.75,29676.11523,38015.625,19815.01367,33253.03125,32636.41602,29015.13867,36357.57031,27195.15234,14733.29199,35845.68359,30746.00977,39785.70313,17545.03125,23562.7207,25888.5332,19647.95703,28226.27148,32566.11719,24506.62109,29959.25586,28583.98438,22212.14648,23902.53711,46785.84375,18422.51953,13425.6084,27298.32031,12637.17383,17947.13477
Q8BIQ5,33451.07813,28897.7832,26226.01367,33083.19922,39588.94531,233984.875,270379.8438,25560.90234,225838.3906,304676.5625,383055.9063,425625.3125,332706.6563,387938.8438,435997.1563,431742.75,391484.0938,415833.8125,438202.9063,385426.7188,323985.6875,349329.375,375228.0938,413186.9063,441103.3438,330094.9375,381412.5313,511789.4375,340068.8438,461407.9688,372124.6563,265336.875,268312.7188,276431.5625,280970.9375,388701.2188,316228.7188,309374.0625,339549.5,325912.0313,265886.0625,285174.75,275466.9688,244653.625,286540.9375,295429.2188,293421.8438,280327.5625,269398.9688,340999.4375
Q8BIW1,31369.32813,19888.85547,67239.15625,19636.99805,32846.41797,67292.78125,41876.94141,20196.44922,23755.39844,25418.12109,32588.08203,24020.69922,38542.33984,30603.54297,33607.13672,32438.49609,26941.60938,32478.27539,23845.23438,26988.66602,34586.71875,24605.39648,18526.92383,27470.96094,23291.25391,43314.51953,34842.23828,37483.56641,44332.26563,32204.22266,29486.84961,67576.02344,39629.29297,80923,42270.92969,55864.07813,19579.42188,21776.98633,28208.98047,25001.63086,17441.82422,23164.11914,39528.27734,84851.35938,46214.60938,43655.95313,32041.96875,24250.95508,54158.28906,24290.24609
Q8BJ03,70294.29688,113038.6875,104871.6094,101527.9531,79167,72701.53906,83323.70313,81685.53125,72932.875,70571.78906,31252.16016,26578.96094,31685.04102,26937.76172,38791.62891,24478.19141,35012.67578,21094.86133,23799.58203,25313.28906,43574.9375,26533.74023,19850.22656,48405.56641,41693.01172,19419.18945,33490.61719,23126.78711,21101.58398,25444.3457,59753.65234,75483.14844,80504.16406,59700.11328,49761.55859,46980.06641,57907.5,68908.09375,25751.61328,68014.57813,60129.75781,66936.53125,81512.59375,26718.26563,65987.57813,62289.34375,63483.24219,89824.92969,67212.75781,60500.43359
Q8BJ05,29911.88281,32344.24023,23852.86328,30465.2793,39670.88672,74018.6875,19162.86328,21038.79492,19602.62891,26446.51758,79508.10156,121419.8359,25139.18164,97092.99219,64350.52344,85294.5,79305.38281,69859.78125,104851.9219,68201.24219,115444.4453,86389.42969,79681.73438,111311.2813,70962.58594,92452.3125,97500.5,105046.5859,86598.00781,64727.57422,23338.7832,28397.12109,34630.27734,20277.66406,29963.31641,66161.41406,57748.32813,69517.78125,58375.27344,82064.49219,63465.74609,15673.4502,68513.9375,58869.12109,58109.46875,54534.96094,12405.25977,63371.12891,56321.11719,77343.3125
Q8BJ37,26235.39453,17534.46875,36029.31641,27408.89063,37957.87109,29146.0293,17315.03516,25223.97461,27328.49023,23154.32227,40452.05859,31138.125,32410.0957,37111.16016,27971.45117,48421.27734,31934.59375,17258.25391,33134.0625,27982.71484,34449.33203,31380.73633,19044.67578,20992.95117,15259.79102,29391.53125,22734.62891,26812.60352,39465.30078,26522.57031,31307.90625,25965.2793,28580.48828,32626.32031,34296.75391,18662.55078,14175.93066,29985.60742,25003.79492,27916.38672,26820.84766,39123.08594,25671.96875,18319.47852,23706.94141,13606.98145,42012.30469,28201.29883,23554.09375,39723.5
Q8BJ48,29935.10547,27525.33008,26890.08203,20373.4082,31871.00977,25325.82422,30842.33398,30750.07422,32838.25781,31650.77148,48824.16797,35710.23828,18471.3457,22053.12891,27388.76758,29752.75977,27644.62109,27264.70508,36450.09766,20010.85352,31434.83984,37968.01172,33494.78125,30079.39063,19584.625,31032.69141,22573.39258,26898.88281,26592.66992,31467.29492,34211.30078,33751.84766,28275.89063,22209.0625,25045.94531,27798.97266,20477.52148,20546.70117,23564.12305,29996.86719,42803.20703,35954.06641,46150.71094,39077.57031,41755.39844,40000.57422,30533.78906,48272.95703,29622.49219,26215.97852
Q8BJ64,151849.25,76152.72656,95028.57031,118346.9531,96624.3125,31978.57422,22763.08008,32139.91211,23675.24414,27179.32031,38367.09766,28495.27734,30045.88672,16315.70508,32237.19336,35960.60156,18460.27344,22436.30469,25533.15625,26057.45898,56230.90234,54943.55859,54156.5,73006.57813,51184.59766,21248.66992,20686.03516,25965.24609,34824.94531,25996.22852,66844.82031,64278.37891,111223.8984,78425.70313,74054.32031,80944.82813,84682.46875,73012.07813,73952.66406,71517.70313,53136.42188,44592.84766,45965.60156,53329.67969,65842.74219,13585.38477,46906.39844,81554.09375,45217,56279.54297
Q8BJ71,124147.5,148104.125,145998.4844,118273.2813,147142.7344,160899.1719,146439.0469,142377.9063,143272.9375,161469.8438,162765.0469,171822.125,136427.375,163979.7656,156018.5469,153019.3281,155738.2813,148671.2813,161153.1406,149248.7031,164247.0781,165158.125,161084.7656,163299.3594,159981.5625,124451.5156,134114.3438,169948.7969,151516.5625,145504.0313,137762.625,148988.2656,131752.3438,141189.2969,121326.7656,134066.2969,134383.4063,164110.7656,150807.1094,126942.3203,146160.5156,137705.0781,138888.0469,130575.9531,143114.2813,136837.2344,158236.4844,161772.625,146687.0625,150984.6563
Q8BJF9,37946.75781,29898.45898,17567.99805,20667.92383,35590.14453,20802.88086,27902.51172,24480.23047,37431.54688,14002.12695,29160.04102,19215.4043,24594.92383,19138.24219,41878.93359,30855.95703,38327.27344,41426.52734,26769.23242,28340.43164,34441.13281,34383.69531,23772.61523,23942.43359,26402.76172,34897.74219,24643.20898,50705.98828,39996.73828,21234.27734,26784.95117,46709.14453,18845.43164,16800.35742,46507.80078,25032.30664,24066.48828,42083.54297,38141.43359,25642.20313,18598.58398,28443.11133,36204.4375,26319.64063,33159.60938,30279.14648,40440.05469,26797.11719,39729.07031,39536.19531
Q8BJL0,22529.89258,34356.45703,30999.53711,31340.58008,28104.78516,41366.16406,30766.95117,29682.88477,19616.23828,15273.18262,28925.76367,33596.42969,21089.36719,28449.91797,22371.00977,22872.61523,21274.41797,24618.54102,28639.7793,23563.28125,31898.17773,30007.18164,24383.16797,38718.38672,24377.52734,22270.75,19307.23047,16965.61719,19800.7793,27307.81445,41937.30469,41283.77344,20540.75195,19155.49219,48070.75,34649.60156,17641.87305,36633.26563,18127.70117,23866.55469,18080.41797,17630.87891,25321.85742,15786.9668,36489.89844,24989.25391,18529.69141,29610.98047,16904.50586,21647.68359
Q8BJM5,54871.87109,19424.86523,38470.41016,43389.48828,17549.68359,43683.29297,38983.39844,43910.91016,43611.65234,20737.73242,21443.17969,51962.35547,31967.14063,40920.86328,22334.74805,40620.52344,18875.26563,19795.61133,33748.52344,20115.22852,29037.22266,19322.02734,22877.21289,44858.01953,26810.24805,30069.43164,29013.25977,44722.91797,21169.21875,27863.08789,42395.17578,21784.51758,44757.10547,21252.15234,38912.82813,30278.86523,32261.75195,24779.91797,16902.22656,29141.29102,28932.80078,25077.25586,18536.87109,20995.69922,33485.66016,15167.25977,23289.48242,36949.77344,14168.6416,19074.41016
Q8BJM7,36864.30859,27535.4668,24488.24219,19265.69336,29392.25195,21352.48438,21202.17188,45264.46094,21858.19922,53421.44922,17894.69141,36985.05859,26532.77539,45452.15625,27997.01563,28647.18164,23852.84766,14719.92676,24782.58789,18556.41406,23889.55273,31509.75781,24468.9043,22222.7207,17188.29102,25608.96875,37107.01172,51460.14453,19469.13867,19982.77734,23115.70703,23459.86523,29040.83203,19560.92188,27281.61523,33066.49609,34561.44141,23022.82031,28885.52148,20735.0332,23367.17383,36148.55078,36915.78906,28349.70508,28265.12695,38743.55469,21384.15234,28248.12891,16435.25391,32481.28125
